"","biz_id","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual"
"6902","5jpFRzXrx9FGH8qgQ0z9-A","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6903","O_5RlNmiyBRzwGZAwfsZFA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6904","xEg0-xrQywU5K-WQO7cy0w","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"6906","Dl75rUIh6VWgg4bRxOLqoA","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6908","Pn2oWT6Jgotb3DFBuj9Iyw","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6909","tdlSjsWl9PYEUBhDXkIvXQ","2",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"6911","lXEJZjvwgSM3i6-HWpPwDA","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6914","fHX1t2iDrhBAiq5wkc4tRQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"6917","ZiY3ZyrE27UQTUI27jpqMw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6921","QbqJEXdngh_9fwqVTI0CJQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"6923","2F2fmce-AzqlSrmFU-JWZA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6924","dpYdTnCG4b_qiA0S_TKzjg","1",0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"6925","Obz3WGtDmcdgWN-r6mWc2w","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"6926","WxLMUX59m6sSszVNLnHDEw","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"6928","qw8tzQGrA0lGgDBsMHAr9w","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"6929","bc_nukU3dtZ6zGm4oXqeuA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6930","kjVyy6q0UY620sEy56kJ3g","1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6931","gw-V13MyfzFaCTbALfnn2Q","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"6933","YldXB1hRpnE1CWLF3mvgpQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"6935","ljUbvHy3lWF2fStFpznv-g","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6938","358EZJ3WFHId1_ZClU4zDQ","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"6939","WaO_hAunQrZ--vI308rHQA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"6943","OmxAvtMyIvCVm16NFIOOUA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"6947","Yy9hqcM4V-0Rp2bIQoR4HA","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"6948","pJ7U2sG9kPauu2FLWKX4QQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6956","o3UxKDqQVZ_8mlO1eZ7JIg","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"6961","KiqWfXmMCklapGRedS8rtQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6964","oyxtTTQFGwCTkDrXAAPELw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6966","74NT13vpDleoNrkxQdEpsQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6971","JbJDlfcnYiyZRXeHQcAVjg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"6972","_wrA7CMbMqcWEDCNghi5cg","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"6975","0dORc6ckZw5HezR3BuSsqw","2",1,1,0,2,0,0,0,0,0,1,0,0,0,0,1
"6978","Y04chCG7J-yJ6ucEZ26IGA","1",1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"6979","nxrzfONnyMBhepzHpaFmRQ","4",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"6982","ZQtsLdI0j5oE-VvHNTL8fA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6983","Cz0McL5lUaihqOIw0_Yo7w","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"6985","ZT4yweuACGHR9KtlqPJpiA","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6988","6nfTUgP3UvQ_jhnT8kCpew","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"6990","fhLb0v5NBj93D7PLQpFXfQ","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6991","S4zilkYXEDRMaD_0M619dg","2",1,1,0,3,1,0,0,0,0,0,0,0,0,0,0
"6992","RBvQPI6xn2GmiAOnhirBUw","3",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"6993","0MQ3inDAuiq43TN9hw_Rbw","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6994","WJC8HctIbxatLbcuez1UOQ","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6995","5v6Y3BD6SM77_ExePeMVpA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6996","SAS7V55TcgZSTJ21ZnXqmQ","2",1,1,0,4,0,1,0,0,0,0,0,0,0,0,0
"6998","KldtUcKxWcGDVKB2vOZsuA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6999","pwpl-rxwNRQdgqFz_-qMPg","2",1,1,0,2,0,1,0,0,0,0,0,0,1,0,0
"7000","lxinwEvcUHFFY9DONHDpnA","0",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7002","ZCtZrX-IRmnXjon0OzyKZw","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7003","93GZbJx3LXiBfCqEKNdjdg","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7004","UexMw8s7B1J-RtFOQtCCsQ","2",1,1,0,2,1,1,0,0,0,0,0,1,0,0,0
"7005","arKckMf7lGNYjXjKo6DXcA","0",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7007","P8YUA2bXP-wD3VOzWqKVyw","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"7009","ZtUoCXdu0o3F2xbzG2LHlQ","2",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7012","4pC4jMoanLySaOgGRwyXLQ","1",1,1,0,3,0,1,0,0,0,0,1,0,0,0,0
"7013","KzZ5Zww9W0IBWm5S2loUmQ","1",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"7016","QDJimwjHk8xKbVQLCcKKXg","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"7024","8kunNClZ1AD0Rj5bDiFdrQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7029","chQMtE0iF9CHr8T-ahkrKQ","1",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"7032","Gly54cM3avJg9n2F0l8V-g","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7033","581qSMwGGgdVSdiBTsrPyQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7034","8VXzbo-zRxCXgXUULVDUsg","1",1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"7040","FsRAzLD7ipg5iez7kY1b4g","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7042","YnuW1Wy-c5tb0LOJV1iGHA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7043","9rRSptl04yxZfHZQA8bvhA","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7045","ETDtTBzXS8ag-AQKTr2lSA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7047","cP5b_MfFFH84j835V2HWcw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7048","SSW1EqnX2VfRVGtPsd03Hg","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7051","VA6NKO6t1nfNzoVHXhh2xw","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7054","ycVqiW3DlUd061HeZuI-cQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7058","Gy7ERh2GhmAYMZMO48ztBg","3",1,1,0,2,1,1,1,0,1,0,0,1,0,1,1
"7059","MuIXnv7Oq7X3-4aEsp9dDA","2",1,1,2,2,1,1,0,0,0,0,0,1,1,0,0
"7064","QnAzW6KMSciUcuJ20oI3Bw","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7070","He9Dar4bk2vyeiPC7TkUgA","3",1,1,0,2,1,1,0,0,0,0,0,0,1,0,0
"7071","BLgkoO4MKq00V2o9jOf5zw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7072","JHanuNBM8J4B6RakfRLgFg","2",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"7075","C28X2jduMjygJOSACINNwQ","0",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"7078","lh7FwvY_yboBt9206Dacpg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7081","saDJPEJvnionK0PZwSF9FA","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7082","7onAEqbbZChyYdB2nJoQdg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7086","tbRu-3NR5za1SEZkszcp5Q","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7087","eOdWWusx4vheAPCKbUKzTw","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7088","2xuhzqiZz4T5vNdzEgT7fQ","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"7089","41SzC2WJ-RVUpVZ2NJfE-w","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7094","wEyjswy_5GsoXm3Kw0emfA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7096","tAmevVP8B7PiWxcJ0PlYVA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7097","YgcfTMFWAjtbB9mNZYS1cQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7100","zr6Ic3XVUYSKzoJoXjAz-g","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"7105","x-Tf4Vbedc43I1CrRhAIDQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7115","QTBUIAFtdUx-YMcWaI3GiQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7116","Dim6R6ki5Z_05bk_V1htbQ","1",1,1,0,3,0,1,0,0,0,0,0,0,0,0,0
"7117","OMMzVZbM1l-sXo-LJti0eA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7121","u5o4H8h0sIVhqa8Lcusi5g","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7123","4F9cOLQUpVB_7H8IksKcNA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7137","3r5V8n1sabGkueQFsqoC6Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7142","AvYCBmzdcpbFIvPnA-NS3g","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7143","9y69I1eLkcRAPMnzCxHUnQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7146","SBCxhkeiaXdjXECeFn-mtw","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7147","oRwWdpARqCjam6k_za8wOA","2",0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"7149","QsvRjgQacMMFf8dit7qqDw","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7152","e2Q2hKNMLfGC-YDygh6EVg","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7154","SOHp2b8quJEitFeuO58Syw","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"7159","4XTcSltd2GydhvOzAV4SaQ","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"7162","bLbZRs9Kcy1aXsdRWYJIgg","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7165","hm6C88ehaQy721_r98krpw","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7166","KvBlmS1_tUbhA5zG1_B2ng","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7168","2M-vsaPrhJCFz726eopeJA","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7170","glalhJa7wFWPIoJLBvKGfQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"7171","DfLML2IlhUqztTBURxOAxg","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7172","C1Ke_yh42mOFNac59UGYOg","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7173","DUDr1kuGv6eh1_s2GWJVgw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7174","ivVVCPUm9mmU6K7xR41vEg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7178","iyjEqYqSk-mAya95A9hW8w","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7179","h_DZ88RQR3WnzyhJKhcbTA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7180","QAUDLYNxhHGdUn5YP7au_w","1",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"7182","E3vrsYkHZ1kXKgxPSS8oEg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7183","9NwZLD8YoTtW6k9fx0JLvg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7186","DE8UVNCCpOE0vTAbGaMoeQ","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7188","BBPkwpj9kSeDuy0uOwWHJA","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"7189","b3XRsPa7oNYxW53hkvKfzQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7193","Lbue8gqRiBPEnA7g7H1qdw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7194","bqktAhYfTOXp8lNwghu1BQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7196","kFUku0uG1OzQ4OFC__FyHQ","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"7204","93hdmjYc8IXsf69VrkRHog","1",1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
"7205","HLmcbHeosE0OhEjy2C-Ayw","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7208","Rp-pHBLMp3wXrWTJe687hw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7212","hzUOqxpcnYYBgLlrgvjQYQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"7214","ohj6J6UEZaGOYh4m1xXa4g","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7215","DlLduXXSwjkm7OL4Z1iH1A","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7219","bLFeZ84rAJdflY1Hu60_vw","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"7221","gisqm25gjoAxutucBYnRKQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7222","18TUn9oiW0k0yB6lheiOvw","2",1,1,0,2,0,1,0,0,0,0,1,0,0,0,1
"7227","ILsZjIibFtGHMDELeX610Q","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"7230","C-frmXCGIhmmu0FP17GhRQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7231","PN3aQAH-RONnK-ahkNm0xg","2",1,1,0,4,0,1,0,0,0,0,0,0,0,0,1
"7232","AXok1a8w0gNhdrWZ7L633g","2",1,1,0,2,0,1,0,0,0,1,0,0,0,0,1
"7236","JLHBdowaViDIvRKQD6iITQ","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7240","spZToZLafm1Da4Rif5Nl1w","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7242","NvL35mHpScWI2wnLPmYQCw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7243","KYZxLGAZ0VjmURSnm1SWxQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7244","aWMxTWSEqBvH2KhdGPLibQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7246","_mFZT2Ar2ayJ5kP35i79ZA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7247","VprXrZ01I5RxhJIyBl3YmQ","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7252","4kSWilkz2MRpLRDBQH0j7g","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7253","osrG5x3grwQmQcvWgUdySw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7256","16vBOBiEkjuJV88nVK4Tvw","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"7257","j-_jKQ-5IE4hqQzA-hsApw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7265","5fRoYdCOYdPMIUyJXNYd8A","2",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7273","_H5tPmiPJSMJndzQ2zJQXw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7275","KrkeCU444Uh00fuCklyuQQ","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7276","Q_78bhl_tnjySK2iNmRYWg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7277","kCjR5nLyphuNKnDqRjurXQ","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7281","n7dkpRLUl7C6zLRRXk_BDg","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7287","nxAnLmUuUhaU2jM214uRxQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7290","lfjzCAxtBzZiB9cxpn3BqQ","2",1,1,0,2,1,1,0,0,0,0,0,0,1,0,0
"7297","fObVI_ax0-YgJfpaYyVmeA","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7299","AdRlwKxtEh30Urmvi0Xk5w","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7300","co8rv2zfOhMXc_TlEI9VrA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7302","za5sHh-jpdMtQEmmV8gbnw","0",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7303","Lnohr9bpCbHNsomazXDg-w","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7306","eqdEOyNbEvl-Gne_w3_0jw","2",1,1,0,3,1,1,0,0,0,0,0,0,0,0,0
"7308","zfY68t7nVihCwiCsCgM6cw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7312","WPy74Udv6X8dgxK6F9uxCQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,1,0
"7313","ioGIaoswvbbeY8P965IYRA","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7315","IoKd6IJaSZnR8KZTuHw-yA","2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7317","25JT5gNeZ782lP1cHTbKFg","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,1
"7318","h-EkPjwF47mDPgrTGXLoIQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7321","kAFfVsLzPmA6Z9yFZZIy7Q","1",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7322","k41DURkrKj8_fSyRIxQtcA","1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7323","syEJc3vYSPqMK7KeMtW94Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7326","NcXkPZKc6PJQYb9hOcTMJw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7327","rB1CNenQbYtQ0D6sqoJe3A","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7328","ycBa5cnSa6hgdB7rb9rdiw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7332","nkBfBnWENDAoYHHRJCuWVA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7334","8o-NLKy_XfbJtqljX9XLCA","2",1,1,0,2,0,1,0,0,0,0,1,0,0,0,0
"7336","8AYH_pFl8GpPKCR_k-QigA","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7338","_HGheM2jzKEZFqkT4kyViQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7339","_SbBztPWznTFKG8l-fMJEQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7340","nCa9q1zGE8y-lNPHfMZTNw","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7341","txCJurIIrE9ZoHu3gZUvnQ","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"7342","mp9hMnOobCLNB_iR4sqm_w","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7343","jutz7DEv4JSM7x-jMuC6jA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7345","RZS7pdeB3xOyHwYgT7VYGw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7350","m_S6h33yBKi3Qj9EihWqvg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7351","C90nLkXxPxv_1y7cL4a_7Q","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7353","AX8lx9wHNYT45lyd7pxaYw","2",0,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"7355","RTOIToX8bSm4wKqNBB6omw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7358","5ewvdwDvMIjWg_M0W0eiwQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7360","7vz3HGtHzvz1JjiphH9uOQ","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"7361","PdW9m3apsOUc1p0ZlK3YSg","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"7362","SC2r5q8cVXxClDqgqLpIUw","1",1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"7363","JHp5mJvYe6UtM_QsklR-iw","2",1,1,0,3,1,0,0,0,0,0,0,0,0,0,0
"7364","rLv5DPLnO67TCHIbbBWYPA","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7366","-zcZNlO0JwZHppan8rGkBQ","2",1,1,0,4,0,1,0,0,0,0,0,0,0,0,0
"7367","22s5idshuEIPlEcf1ObbMg","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7369","ZJmzBRQUXeQ6e1yv5nHNqw","2",1,1,0,4,1,0,0,0,0,0,0,0,0,0,1
"7370","-JpZiiGPKOuCEiODGNyovw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7371","ESjWCcBpMeiRsvMYXWgdgw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7372","TBqAOlyaTRaFd5sYLAVoQQ","2",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7376","cQx6Tbzs7zMWCbDfZ4PBJQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7377","NXM8ne3kCsrq3EQo42UW2A","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7378","-cy8EpdXs44iT3FR4En0QA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7380","fv2WqPvS4YfxCm6YWqrvLg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7383","HTPTPTqj5kL7_s7yzAbOag","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7384","-b_VjHZmA7-8LVWp6z36VA","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7385","9NoaYpTbEG2qn34kq7W3ww","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"7386","PjBeWzCOCveiPuF-xqUaoQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"7388","un3KC2gyMrSG6yqjVRctXg","2",1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
"7392","MhvT7kwSYnleQwRYJP2syQ","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7398","6NHkOtivA_gb_2EbbJbJ5Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7401","saON8-nDZi5W64u1xGtmPA","1",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"7402","lgWe8lSmcBk4Pq0kVI9-0A","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7403","8v1MWkAeU3nEuqGd27jZeQ","2",1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
"7409","9CqxDNPWlkJW1ZCM8Gu_nA","3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7410","0uP4fNs06SkeZqIm3ZWaZw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7416","6t45LYvhzncXIM5gpJxZLw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7418","G149aO4XXAKBsUcksvuI7g","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"7419","SzCMZ664veIZpYp4Tk84Hg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"7424","b5sP47L2NiBXqbsiOnR7cw","2",1,1,0,4,0,1,0,0,0,0,0,0,0,0,0
"7427","mm6iRi2BBaSACnyTv71nNg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7428","Rg2IrML03E10C2R5A9d9OQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7429","8SoWH_iOdZD1OvebCwJUbg","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"7431","JOr40jl4PeFSK0JR7VmIyw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7432","cvb__rYMkj4BMhC3p_FB3Q","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"7433","qls-_r8KdQw4lH9x60qYEw","2",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"7435","giaz_4IuWCB56GIYY1Qlig","2",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"7438","79g-HqchspkC3jWi5M3Rtg","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7440","5ipAMcjec7GH7tztXYLTgQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"7443","bAkVxrXzYO3772VF6o0_cA","1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7445","0BXtWaDWN6Lh7T8mbbZniw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7448","i0eqv7wfvy2T1_VzDe9mGw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7451","vuTx_fB-K_b3-WWjXiTdJg","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7452","_sppJb0durssEnD1fs94mw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"7453","AzDfm1RUDMrKIsBeDv04nQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7455","kjZJsF1juY_pTOw_A8Ve6w","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"7456","eX_f1ZzrpejCp6xJpfLmDQ","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"7461","NPxgifo782JgvfIDyDOTnQ","1",1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"7463","hCtyvahPsEOUb38LKxEQNQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
