"","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual","desert","latenight","lunch","dinner","brunch","breakfast","wifi","delivery","tv","outdoor_seating","good_for_kids","good_for_groups","dogs","wheelchair","stars","UMM","UMMR","dogs"
"219",2,1,1,3,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,3,0.106934133406269,0.323720183945435,0
"220",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,2.5,0.152708032423834,0.234125708966038,0
"221",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0.229972283041669,0.350289648212553,0
"222",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3.5,0.0253610128775939,0.0658570153042468,0
"223",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,3,0.0466369144951986,0.164382429540302,0
"228",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.0943334687086642,0.283143481770885,0
"229",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.149390549568815,0.151684572068301,0
"230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.179759926149917,0.210566520696244,0
"232",1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0865976650876255,0.270633662231397,0
"233",0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3.5,0.0137023593317952,0.0602338642628426,0
"234",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.134549548137013,0.538198192548053,0
"235",2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3.5,0.156550845852431,0.46822656864566,0
"237",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.329043047291382,0.978548569790255,0
"239",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.248736029377189,0.743761897448584,0
"242",3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.5,0.239162468276496,0.833159190612456,0
"243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0542270323004662,0.203395132501358,0
"246",2,1,1,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,1,3.5,0.134102744675897,0.518050971122423,0
"247",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,3.5,0.073254755502686,0.160912736213287,0
"249",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.128628843985523,0.375295657917184,0
"251",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.16266776942312,0.622640139839456,0
"252",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.204242621889913,0.588262700525703,0
"253",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.199091923778162,0.224692868997932,0
"256",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.5,0.0416660439223477,0.153405248957894,0
"259",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0.203741399518895,0.464533172220079,0
"262",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,3.5,0.0650860482952194,0.248301523021704,0
"264",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.240608562350571,0.63019915651966,0
"265",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,3,0.175445554998508,0.455230438271476,0
"266",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0237913980942685,0.0331322691603815,0
"267",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0508980107431409,0.131669326566716,0
"268",1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0.180569830462664,0.716913489281764,0
"270",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,3,0.0654299875060106,0.182110715339365,0
"271",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,1,1,0,1,3.5,0.139521518114765,0.502241436360215,0
"272",1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3.5,0.126090584726111,0.468850034305022,0
"273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.011953995405652,0.0288998026171079,0
"276",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0.144625674250575,0.301797739420651,0
"280",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.0082859269459262,0.030776029593315,0
"281",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,0,3.5,0.0547420632156195,0.212471388398478,0
"285",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,1,1,1,1,3.5,0.12617240637834,0.478038839178128,0
"286",1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0.0645700908218348,0.147643278196439,0
"287",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0116715645185932,0.040673919174326,0
"288",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,3,0.225262914508581,0.68822649491441,0
"289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0536777662432191,0.161033298729657,0
"290",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.112859397624747,0.428090899561336,0
"293",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,0.198763277365957,0.877363255685164,0
"294",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.072909008087385,0.331467394748239,0
"295",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0839677226374707,0.162859034146703,0
"299",2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,3.5,0.125215985331532,0.379127234923214,0
"303",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0.121440304153693,0.371053751353541,0
"304",2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.5,0.080123444500745,0.141641463469096,0
"306",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,1,0,1,2.5,0.133822956410782,0.387174185254973,0
"308",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0291246105894719,0.0747832134990764,0
"309",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00588578806864206,0.0176854671080848,0
"310",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.198887437807504,0.253507692630143,0
"311",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.0787227310514826,0.12259801591988,0
"312",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.147539938373259,0.694855490242818,0
"313",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.161866131036133,0.561102099941879,0
"314",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,0.149305489779643,0.462635083478626,0
"317",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,1,1,0,0,3,0.313661424103751,0.979687588399052,0
"318",2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0.0400374039018363,0.0796822936775518,0
"319",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,1,0,0,3,0.0919226798504532,0.271500916606696,0
"321",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0107726248667125,0.0302675128955842,0
"323",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,3.5,0.0962096657433253,0.311845304349115,0
"325",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.238943265540605,0.81558397396183,0
"328",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3.5,0.0607590075605479,0.180881154812697,0
"333",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,3.5,0.131329127367895,0.507198103832292,0
"334",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.219394302643033,0.561816861945084,0
"336",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.5,0.0626732332147449,0.237604282224321,0
"337",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.5,0.153806635253447,0.617856885394074,0
"339",1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,1,3.5,0.17149997483441,0.491312389291448,0
"340",3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3.5,0.0849034414760175,0.275286778938167,0
"341",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.454217583109585,1.64878195346572,0
"342",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,3.5,0.0855844316268314,0.293498769320249,0
"343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0319743610917906,0.0812055475423835,0
"344",2,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,3.5,0.187118032946811,0.57712329689138,0
"345",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,3.5,0.13693692393752,0.560556587095965,0
"346",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,0,1,1,0,1,3,0.16117479310434,0.522386378177295,0
"347",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3.5,0.14596780613064,0.432580248122719,0
"348",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,3,0.00903953713633471,0.0227870696049618,0
"350",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.5,0.029108650283232,0.123702670464178,0
"351",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,1,3.5,0.157336000933969,0.625108911291333,0
"352",1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2.5,0.0820760402324404,0.143787303857166,0
"355",1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,0.194011127060723,0.75658312706597,0
"357",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,3,0.176262890386823,0.507670606326591,0
"358",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.174928420221937,0.370099994030269,0
"359",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,2.5,0.122455903542219,0.195960728581944,0
"360",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,3,0.0968582038080543,0.371203169995155,0
"361",0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.124896355578722,0.531458650532177,0
"362",1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,3.5,0.139699580069871,0.476089816218222,0
"367",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,3.5,0.12191789531155,0.442862321848891,0
"369",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,3.5,0.0649739810942115,0.196195395402533,0
"373",2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,3.5,0.135210328260603,0.521673518279006,0
"374",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,3.5,0.0880046002831845,0.318874539196825,0
"379",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,2.5,0.109103722035209,0.308809246552969,0
"380",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.225614955982166,0.225614955982166,0
"381",1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,0,0,1,1,1,0,0,3.5,0.0944223634180573,0.345932028651513,0
"383",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.22900938376655,0.459723037157733,0
"384",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.201379850967968,0.605295191856326,0
"391",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0.20196532868335,0.707955404681534,0
"392",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0.136451399694248,0.27395316844495,0
"393",3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,3.5,0.225672685935028,0.686868969519802,0
"394",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,3,0.0585020267208756,0.182898331097057,0
"397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0115283945028575,0.0451582110872572,0
"398",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.115453667001249,0.14282999053498,0
"399",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.135342923387035,0.382072530049675,0
"406",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1,3,0.146908130614834,0.407135039710004,0
"409",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2.5,0.121508794538582,0.312469876333727,0
"412",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.020400019858052,0.0563270134181677,0
"414",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,3,0.0803818180355419,0.241696548806239,0
"415",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.216052368131632,0.732714453664553,0
"416",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2.5,0.0334840788808445,0.0442871813277576,0
"417",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,1,0,0,3.5,0.149615904835399,0.623108568165172,0
"419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0925163246972131,0.0925163246972131,0
"422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.211060230386212,0.712506816359917,0
"423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.117101630989289,0.399784233738404,0
"424",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.221285672644087,0.767912508740208,0
"428",2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,3,0.0591010432187654,0.153462485440311,0
"430",1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3.5,0.165440688917283,0.594170373380528,0
"431",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0137011579978416,0.0661984548905305,0
"433",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,3.5,0.112996926626452,0.389173903447855,0
"434",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.073048195002905,0.235372691873763,0
"438",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.181509963814275,0.491048332265419,0
"439",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.191214887919263,0.191214887919263,0
"441",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.015232057155232,0.0183272001163589,0
"442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.087452655391096,0.29019368991996,0
"443",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3.5,0.160010383686007,0.604531832893033,0
"444",2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5,0.332628845285973,0.753830075712594,0
"448",1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,3.5,0.223581053488969,0.696927601699602,0
"449",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,3.5,0.0999765228524171,0.424023272250744,0
"453",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,0,2.5,0.180408857937932,0.422030954264946,0
"454",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2.5,0.00727055706977694,0.020384658887044,0
"457",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,1,0,1,3.5,0.0863009939680107,0.336578444746039,0
"458",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,0.0658550546272797,0.21389336341659,0
"459",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,3,0.113926040369632,0.363968529369001,0
"460",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,3.5,0.239020185847931,0.833347054066771,0
"461",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0579811884531214,0.15282911723371,0
"462",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.5,0.113608119978389,0.219057562728507,0
"463",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0.0732301754522459,0.179688141149426,0
"466",1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,0,0,1,3,0.147854114377477,0.472540477581302,0
"468",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,0.113394810356192,0.558662105809246,0
"469",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,3.5,0.0980832324750001,0.372980756071294,0
"471",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,3.5,0.0967267947777222,0.356743934145121,0
"472",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,3.5,0.0712208970149494,0.272576211184591,0
"474",1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2.5,0.0163835311471983,0.0377861473054757,0
"475",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.184880232041821,0.406187948834983,0
"476",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3.5,0.0538911679834915,0.20817408172129,0
"477",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0.0955741310122893,0.212225599227202,0
"479",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.259030101920565,0.901575309057919,0
"480",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.107971417769152,0.378005541710733,0
"482",2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.5,0.152879101761247,0.364634912574737,0
"486",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0.100218876349872,0.21684341363494,0
"488",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.5,0.0973070076506652,0.326068269223579,0
"491",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0843058736837185,0.225602762794689,0
"492",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,1,3.5,0.153289350109093,0.485425267022158,0
"494",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2.5,0.125889763253827,0.29709163144925,0
"495",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5,0.024751246533321,0.0878774746981388,0
"496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.105775767639907,0.46671637489314,0
"497",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3.5,0.0103392810111962,0.0365109115888147,0
"498",1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.5,0.403725719987493,1.05967124550529,0
"500",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,1,3.5,0.0503015687222209,0.211688516698413,0
"501",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.118299791302815,0.338637006489851,0
"502",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0.104139643012748,0.305338754340381,0
"505",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2.5,0.0270872197067248,0.10091855734839,0
"509",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,1,1,1,0,1,3.5,0.0980347988930274,0.337760449794468,0
